  375048.000000      -2.550029
  375216.000000      -9.652639
  375384.000000     -13.759728
  375552.000000     -17.796429
  375720.000000      -9.549069
  375888.000000      -4.790598
  376056.000000      -6.477136
  376224.000000      -3.327260
  376392.000000     -13.992342
  376560.000000      -5.174022
  376728.000000      -1.480121
  376896.000000      -5.396555
  377064.000000      -7.030046
  377232.000000      -5.985903
  377400.000000       6.182179
  377568.000000       1.301789
  377736.000000       5.115760
  377904.000000       0.831525
  378072.000000      -5.392557
  378240.000000       5.437099
  378408.000000      -3.602270
  378576.000000      -6.144869
  378744.000000      10.282469
  378912.000000       9.370555
  379080.000000      -6.937813
  379248.000000     -11.900988
  379416.000000     -10.695776
  379584.000000      -9.765998
  379752.000000     -11.289839
  379920.000000     -10.481558
  380088.000000      -8.791080
  380256.000000      -1.975381
  380424.000000      -2.661694
  380592.000000      -5.416476
  380760.000000      -6.958063
  380928.000000      -9.390671
  381096.000000      -0.011817
  381264.000000       0.312884
  381432.000000      -4.291758
  381600.000000      -5.043961
  381768.000000      -0.184407
  381936.000000       5.932713
  382104.000000       4.108168
  382272.000000       2.259034
  382440.000000      -5.461102
  382608.000000      -5.090058
  382776.000000       0.093574
  382944.000000      -1.641762
  383112.000000       2.634810
  383280.000000      -0.875476
  383448.000000      -5.160394
  383616.000000       0.135626
  383784.000000      -5.420497
  383952.000000      -5.248719
  384120.000000      -9.677663
  384288.000000      -5.191679
  384456.000000       3.110087
  384624.000000       5.142354
  384792.000000      -0.960791
  384960.000000      -1.577155
  385128.000000      -6.210953
  385296.000000      -6.226356
  385464.000000      -4.946144
  385632.000000     -17.127115
  385800.000000     -13.961646
  385968.000000       1.162224
  386136.000000       0.146003
  386304.000000       8.840602
  386472.000000      12.744200
  386640.000000      19.128950
  386808.000000      22.320467
  386976.000000      13.313361
  387144.000000       6.669068
  387312.000000      14.298828
  387480.000000      24.763411
  387648.000000      12.391783
  387816.000000       7.912589
  387984.000000      15.963736
  388152.000000       7.255952
  388320.000000      -6.978476
  388488.000000      -8.797112
  388656.000000     -11.518798
  388824.000000      -4.429346
  388992.000000       4.564849
  389160.000000      10.221061
  389328.000000      10.663121
  389496.000000       3.241307
  389664.000000      -1.138898
  389832.000000      -1.382139
  390000.000000       1.288221
  390168.000000      15.451541
  390336.000000      24.108858
  390504.000000      25.700016
  390672.000000      14.829265
  390840.000000      10.274995
  391008.000000       2.630508
  391176.000000      -4.548328
  391344.000000       2.563800
  391512.000000       8.286123
  391680.000000       9.349858
  391848.000000      -2.048237
  392016.000000      -3.597813
  392184.000000     -14.719455
  392352.000000     -18.452045
  392520.000000      -8.568715
  392688.000000      -3.339017
  392856.000000      -8.369364
  393024.000000      -3.871671
  393192.000000      -5.287447
  393360.000000     -11.839499
  393528.000000      -4.551286
  393696.000000       0.966698
  393864.000000       7.450539
  394032.000000       4.328045
  394200.000000      -6.372438
  394368.000000      10.566848
  394536.000000      18.822426
  394704.000000      19.747868
  394872.000000       0.541992
  395040.000000      -8.363855
  395208.000000       2.866856
  395376.000000       7.189583
  395544.000000      -0.223261
  395712.000000       3.193773
  395880.000000       7.821226
  396048.000000      18.617041
  396216.000000      22.271778
  396384.000000      10.366582
  396552.000000       8.508867
  396720.000000       0.254152
  396888.000000      -2.142182
  397056.000000       5.869225
  397224.000000       1.010210
  397392.000000       5.407878
  397560.000000       8.635334
  397728.000000       7.848282
  397896.000000       8.805149
  398064.000000       7.972306
  398232.000000      -0.172255
  398400.000000       3.809190
  398568.000000      -5.687652
  398736.000000      -7.897140
  398904.000000     -11.854451
  399072.000000      -2.290005
  399240.000000       2.471763
  399408.000000      -3.448106
  399576.000000      -8.088126
  399744.000000      -9.058175
  399912.000000      -8.365106
  400080.000000      -6.950449
  400248.000000     -10.604782
  400416.000000      -6.964310
  400584.000000      -1.596566
  400752.000000      -0.848333
  400920.000000       8.460804
  401088.000000      11.483385
  401256.000000      -2.257370
  401424.000000      -5.256594
  401592.000000      -3.060912
  401760.000000       0.037026
  401928.000000      -2.640129
  402096.000000      -2.114425
  402264.000000      -2.621248
  402432.000000      -1.774072
  402600.000000       1.134070
  402768.000000       4.358140
  402936.000000       5.185859
  403104.000000       1.993129
  403272.000000      -4.351547
  403440.000000     -10.215981
  403608.000000      -2.551094
  403776.000000      -5.981462
  403944.000000       1.343819
  404112.000000       8.715886
  404280.000000       6.018354
  404448.000000       3.761170
  404616.000000      -8.810531
  404784.000000     -15.817816
  404952.000000     -16.518124
  405120.000000     -17.729204
  405288.000000      -3.176459
  405456.000000      -6.986622
  405624.000000      -3.502695
  405792.000000      -0.856175
  405960.000000      -5.089281
  406128.000000      -2.483246
  406296.000000     -14.075296
  406464.000000     -13.048261
  406632.000000     -15.375036
  406800.000000     -11.240829
  406968.000000      -8.904835
  407136.000000      -2.913120
  407304.000000      -5.004578
  407472.000000      -3.766529
  407640.000000      -6.138054
  407808.000000      -4.749739
  407976.000000      -3.258980
  408144.000000      -0.125016
  408312.000000      -1.797483
  408480.000000      -0.638918
  408648.000000       8.854063
  408816.000000       7.036911
  408984.000000       7.399889
  409152.000000      13.415298
  409320.000000      12.292354
  409488.000000       0.983778
  409656.000000       5.963082
  409824.000000       7.607052
  409992.000000       5.602499
  410160.000000       3.938080
  410328.000000      11.921507
  410496.000000       6.081485
  410664.000000      -3.912366
  410832.000000       1.770673
  411000.000000       2.562854
  411168.000000       4.741324
  411336.000000       4.808868
  411504.000000       3.888546
  411672.000000       2.067700
  411840.000000       1.462390
  412008.000000       3.695722
  412176.000000       4.559956
  412344.000000      -5.418218
  412512.000000      -5.246031
  412680.000000       0.170826
  412848.000000       4.526662
  413016.000000      -6.031584
  413184.000000       6.055682
  413352.000000       9.886460
  413520.000000      -0.107344
  413688.000000     -20.156784
  413856.000000      -9.330313
  414024.000000      -0.013064
  414192.000000      -1.520691
  414360.000000      -1.224571
  414528.000000       0.125385
  414696.000000       1.759003
  414864.000000      -4.170129
  415032.000000     -10.397975
  415200.000000      -7.826431
  415368.000000      -4.909701
  415536.000000      -7.758653
  415704.000000      -3.427037
  415872.000000      -2.439061
  416040.000000      -1.228768
  416208.000000      -1.942587
  416376.000000      -1.764663
  416544.000000     -10.157872
  416712.000000     -10.790599
  416880.000000     -12.473256
  417048.000000      -7.702662
  417216.000000      -6.605661
  417384.000000      -6.352483
  417552.000000      -1.235084
  417720.000000       8.511573
  417888.000000      -0.325408
  418056.000000       0.240818
  418224.000000      -0.151236
  418392.000000      -1.124062
  418560.000000       5.803353
  418728.000000       6.620462
  418896.000000      10.646134
  419064.000000       4.983629
  419232.000000      -0.522498
  419400.000000      -7.016823
  419568.000000      -9.723262
  419736.000000     -10.057095
  419904.000000       2.532028
  420072.000000       0.601246
  420240.000000       7.716640
  420408.000000      17.783714
  420576.000000      17.876827
  420744.000000       5.287760
  420912.000000      -0.253556
  421080.000000       1.831561
  421248.000000      -3.035274
  421416.000000      -2.743001
  421584.000000      10.275805
  421752.000000      27.308634
  421920.000000      28.581432
  422088.000000      13.145296
  422256.000000       9.686896
  422424.000000       9.132445
  422592.000000       5.202046
  422760.000000      -0.410586
  422928.000000      -9.801363
  423096.000000      -1.346831
  423264.000000       8.731813
  423432.000000       9.514692
  423600.000000       7.095576
  423768.000000      13.794240
  423936.000000       1.994179
  424104.000000      -2.111018
  424272.000000      11.187213
  424440.000000      -1.522090
  424608.000000     -13.395066
  424776.000000       6.474444
  424944.000000       2.565124
  425112.000000      -2.772581
  425280.000000       2.088333
  425448.000000       4.441476
  425616.000000       8.301171
  425784.000000      -2.286804
  425952.000000      -8.054024
  426120.000000      -0.481045
  426288.000000      -5.373889
  426456.000000      -3.222945
  426624.000000     -16.099195
  426792.000000     -20.964926
  426960.000000      -8.912149
  427128.000000      -5.228901
  427296.000000      -7.140285
  427464.000000      -8.909048
  427632.000000      -7.899131
  427800.000000      -3.621550
  427968.000000       1.670866
  428136.000000      -2.331235
  428304.000000      -6.108799
  428472.000000      -6.071314
  428640.000000      -7.959267
  428808.000000      -4.493481
  428976.000000      -0.279456
  429144.000000      -6.798070
  429312.000000     -11.279559
  429480.000000     -11.041041
  429648.000000     -11.272944
  429816.000000      -5.565962
  429984.000000     -20.259409
  430152.000000     -22.256998
  430320.000000     -24.078875
  430488.000000     -19.691488
  430656.000000     -14.153493
  430824.000000       0.474195
  430992.000000       6.870999
  431160.000000       0.657108
  431328.000000      11.944173
  431496.000000       3.015688
  431664.000000       7.569533
  431832.000000       4.131911
  432000.000000      -5.992952
  432168.000000      -8.144793
  432336.000000      -8.509483
  432504.000000     -10.449741
  432672.000000     -15.731211
  432840.000000      -6.795125
  433008.000000      -3.572114
  433176.000000      -7.559382
  433344.000000      -2.491575
  433512.000000       1.492963
  433680.000000       3.075607
  433848.000000       2.105405
  434016.000000       0.600491
  434184.000000       0.154900
  434352.000000      -2.146811
  434520.000000      -2.339956
  434688.000000      -8.091656
  434856.000000      -0.527872
  435024.000000      -5.669601
  435192.000000      -7.040246
  435360.000000      -8.601277
  435528.000000      -7.618895
  435696.000000       3.221060
  435864.000000       1.856232
  436032.000000      -8.883035
  436200.000000      -8.250907
  436368.000000       1.805569
  436536.000000       3.980473
  436704.000000       4.190676
  436872.000000      -1.968369
  437040.000000      -9.352772
  437208.000000      -7.184407
  437376.000000      -7.396303
  437544.000000     -12.814718
  437712.000000     -14.259951
  437880.000000     -15.946074
  438048.000000     -17.682852
  438216.000000     -19.460796
  438384.000000     -10.705658
  438552.000000      -7.632506
  438720.000000      -2.581546
  438888.000000       4.186298
  439056.000000      -1.318111
  439224.000000      -6.810714
  439392.000000      -9.812581
  439560.000000     -14.519285
  439728.000000     -15.413157
  439896.000000      -7.317890
  440064.000000       2.093825
  440232.000000       5.135859
  440400.000000      12.683063
  440568.000000       4.093484
  440736.000000       2.570411
  440904.000000       2.330034
  441072.000000       2.318669
  441240.000000      11.256861
  441408.000000       5.942125
  441576.000000       1.340229
  441744.000000       8.201521
  441912.000000      13.603662
  442080.000000      17.523479
  442248.000000      11.446530
  442416.000000       1.175924
  442584.000000       2.744535
  442752.000000       1.576854
  442920.000000      -1.252163
  443088.000000      -5.265430
  443256.000000       0.899218
  443424.000000       5.604642
  443592.000000      -6.640038
  443760.000000      -2.763768
  443928.000000       5.415290
  444096.000000      -1.491469
  444264.000000      -0.025593
  444432.000000       7.058438
  444600.000000       0.992766
  444768.000000       1.183491
  444936.000000       8.893502
  445104.000000       5.918652
  445272.000000       8.709474
  445440.000000       5.073380
  445608.000000      -0.917383
  445776.000000       8.753506
  445944.000000     -10.916425
  446112.000000     -13.921443
  446280.000000      -0.909375
  446448.000000      -5.177198
  446616.000000     -10.973477
  446784.000000      -3.286518
  446952.000000       0.841420
  447120.000000       3.652910
  447288.000000      12.407681
  447456.000000      22.006487
  447624.000000      19.287525
  447792.000000      10.246164
  447960.000000      17.819796
  448128.000000      16.171223
  448296.000000       6.691622
  448464.000000      10.769647
  448632.000000       5.023977
  448800.000000       1.590645
  448968.000000       7.583294
  449136.000000       5.756670
  449304.000000       6.958449
  449472.000000      13.529906
  449640.000000      16.822281
  449808.000000       9.562784
  449976.000000       7.612698
  450144.000000      13.987392
  450312.000000      16.721472
  450480.000000      17.074900
  450648.000000      10.694451
  450816.000000      13.300027
  450984.000000      10.557850
  451152.000000       7.302752
  451320.000000      12.557962
  451488.000000       4.174220
  451656.000000      -0.693567
  451824.000000      -1.500421
  451992.000000      -4.986155
  452160.000000       5.341207
  452328.000000       8.790831
  452496.000000      10.778198
  452664.000000      -0.246653
  452832.000000      -3.589641
  453000.000000       7.273540
  453168.000000       5.548681
  453336.000000      -1.990194
  453504.000000       0.595307
  453672.000000       0.130945
  453840.000000      -1.543174
  454008.000000       5.213977
  454176.000000      -0.884163
  454344.000000      -0.386273
  454512.000000       2.778399
  454680.000000       1.515499
  454848.000000      -1.966380
  455016.000000       6.745936
  455184.000000       5.334869
  455352.000000      -2.802522
  455520.000000      -1.561377
  455688.000000      -7.021590
  455856.000000     -10.392203
  456024.000000       5.543328
  456192.000000      11.614490
  456360.000000       6.087176
  456528.000000      11.525752
  456696.000000      12.249419
  456864.000000       3.530327
  457032.000000      -2.374905
  457200.000000      -2.554890
  457368.000000       2.246928
  457536.000000      10.217043
  457704.000000      19.417490
  457872.000000      16.797712
  458040.000000       2.594294
  458208.000000      -8.867768
  458376.000000      -7.396496
  458544.000000      -7.387632
  458712.000000       1.758033
  458880.000000      21.822289
  459048.000000      13.879247
  459216.000000      10.120524
